
running 2776 tests
test queue_work_tests::steal_session_end_failure_surfaces_actual_reason_not_canned_message ... ok
test queue_work_tests::strip_toml_inline_comment_basics ... ok
test read_verdict_file_tests::escalation_without_summary_falls_back_to_a_generic_reason ... ok
test read_verdict_file_tests::missing_verdict_file_is_a_no_verdict_failure ... ok
test read_verdict_file_tests::verdict_file_reads_merge_escalated_to_human ... ok
test read_verdict_file_tests::verdict_file_without_merge_field_is_plain_verdict ... ok
test real_phase_driver_wiring_tests::auto_punt_argv_carries_design_fork_reason_and_lean ... ok
test real_phase_driver_wiring_tests::discover_lease_n_candidates_unmatched_id_lists_them_diagnostically ... ok
test queue_work_tests::queued_review_story_for_pr_detects_queued_story ... ok
test real_phase_driver_wiring_tests::discover_lease_zero_candidates_reports_no_session_started ... ok
test real_phase_driver_wiring_tests::integrate_rebase_argv_is_pr_rebase_no_smoke ... ok
test real_phase_driver_wiring_tests::phase3_auto_rebase_argv_is_pr_rebase_no_smoke ... ok
test queue_work_tests::resolve_queue_work_plan_auto_queues_when_not_strict ... ok
test real_phase_driver_wiring_tests::discover_lease_one_match_resolves_branch_and_worktree ... ok
test recent_files_for_branch_tests::non_git_path_returns_empty ... ok
test queue_work_resume_tests::reconcile_orchestrated_branch_follows_a_pr_branch_swap ... ok
test mcp::tests::usage_query_handles_empty_log_gracefully ... ok
test reconcile_verdict_tests::completed_spec_with_no_pr_is_shipped ... ok
test reconcile_verdict_tests::merged_pr_and_completed_spec_is_shipped ... ok
test reconcile_verdict_tests::no_pr_and_open_spec_is_a_genuine_failure ... ok
test reconcile_verdict_tests::verified_merged_pr_alone_is_shipped ... ok
test release_verb_tests::after_pr_merge_argv_squashes_and_deletes_branch ... ok
test release_verb_tests::after_pr_watch_argv_blocks_and_fails_fast ... ok
test release_verb_tests::preview_next_version_bumps_and_resets_lower_components ... ok
test release_verb_tests::preview_next_version_tolerates_prerelease_suffix_and_rejects_garbage ... ok
test release_verb_tests::resolve_bump_defaults_to_patch ... ok
test release_verb_tests::resolve_bump_maps_each_flag ... ok
test release_verb_tests::resolve_bump_rejects_multiple ... ok
test remote_activity::tests::empty_when_no_remote_signal ... ok
test remote_activity::tests::excludes_branches_with_a_local_lease ... ok
test remote_activity::tests::handles_missing_timestamps_deterministically ... ok
test remote_activity::tests::infers_rows_from_agent_trailers ... ok
test remote_activity::tests::keeps_only_latest_commit_per_branch ... ok
test remote_activity::tests::parse_ai_tool_extracts_normalized_type ... ok
test remote_activity::tests::parse_ai_tool_none_without_trailer ... ok
test remote_activity::tests::parse_ai_tool_tolerates_confidence_and_mixed_authorship ... ok
test remote_activity::tests::respects_limit_keeping_newest ... ok
test remote_activity::tests::skips_commits_without_ai_trailer ... ok
test remote_activity::tests::unknown_tool_normalizes_to_other ... ok
test remote_create::tests::attach_fallback_hint_points_at_ui_and_attach ... ok
test remote_create::tests::default_repo_name_falls_back_for_root ... ok
test remote_create::tests::default_repo_name_uses_basename ... ok
test remote_create::tests::gh_create_args_private_and_public ... ok
test remote_create::tests::gitlab_url_default_port_is_scp_like ... ok
test remote_create::tests::gitlab_url_empty_namespace_omits_path_segment ... ok
test remote_create::tests::gitlab_url_nonstandard_port_uses_ssh_scheme ... ok
test remote_create::tests::gitlab_url_strips_redundant_dot_git_and_namespace_slashes ... ok
test remote_create::tests::known_hosts_round_trip ... ok
test remote_create::tests::manual_recipe_names_all_three_routes ... ok
test remote_create::tests::parse_known_hosts_empty_body_is_empty ... ok
test remote_create::tests::parse_known_hosts_ignores_other_tables_and_comments ... ok
test research::tests::artifact_paths_lowercase_slug_and_dated ... ok
test research::tests::informational_spike_does_not_escalate ... ok
test research::tests::out_of_range_recommended_is_dropped_not_fatal ... ok
test research::tests::prompt_names_skill_and_both_output_paths ... ok
test research::tests::provenance_comment_tags_lane_and_points_at_artifact ... ok
test research::tests::sidecar_with_fork_becomes_decision_request ... ok
test resolve_aida_exe_tests::handles_deleted_suffix_via_string_strip ... ok
test resolve_aida_exe_tests::pr_ship_post_merge_subcommands_do_not_require_path_lookup ... ok
test resolve_aida_exe_tests::returns_a_path ... ok
test resolve_gh_binary_tests::falls_back_past_broken_to_working ... ok
test resolve_gh_binary_tests::finds_gh_via_path ... ok
test resolve_gh_binary_tests::is_executable_checks_perm_bit ... ok
test resolve_gh_binary_tests::is_executable_rejects_dirs ... ok
test resolve_gh_binary_tests::is_executable_rejects_missing ... ok
test recent_files_for_branch_tests::dedupes_repeated_files ... ok
test recent_files_for_branch_tests::returns_committed_files ... ok
test resolve_gh_binary_tests::rejects_is_executable_but_spawn_fails ... ok
test recent_files_for_branch_tests::unknown_branch_returns_empty ... ok
test resolve_gh_binary_tests::rejects_non_executable ... ok
test recent_files_for_branch_tests::respects_max_cap ... ok
test resolve_stack_base_tests::resolve_stack_base_force_keeps_through_safety_check ... ok
test resolve_stack_base_tests::resolve_stack_base_accepts_existing_local_branch ... ok
test reviewer_summary::tests::fmt_duration_spans_units ... ok
test reviewer_summary::tests::parse_result_event_extracts_the_tally ... ok
test reviewer_summary::tests::parse_result_event_none_when_absent ... ok
test reviewer_summary::tests::parse_result_event_skips_trailing_garbage ... ok
test reviewer_summary::tests::summary_failure_on_is_error ... ok
test reviewer_summary::tests::summary_failure_on_nonzero_exit ... ok
test reviewer_summary::tests::summary_interactive_omits_metrics_and_jsonl ... ok
test reviewer_summary::tests::summary_omits_complexity_lines_when_unset ... ok
test reviewer_summary::tests::summary_maps_request_changes_and_rejected ... ok
test reviewer_summary::tests::summary_pass_has_metrics_verdict_and_pointers ... ok
test reviewer_summary::tests::summary_surfaces_implementation_complexity_and_agreement ... ok
test reviewer_summary::tests::summary_surfaces_findings_filed ... ok
test reviewer_summary::tests::summary_unknown_when_no_verdict_file ... ok
test reviewer_summary::tests::summary_surfaces_merge_escalation ... ok
test reviewer_summary::tests::verdict_file_back_compat_no_complexity_fields ... ok
test reviewer_summary::tests::verdict_file_parses_implementation_complexity_field ... ok
test role_identity_tests::human_canonicalizes_to_lowercase ... ok
test role_identity_tests::dialog_canonicalizes_to_advisor ... ok
test role_identity_tests::human_route_open_predicate ... ok
test role_identity_tests::human_route_recognized_case_insensitively ... ok
test role_identity_tests::other_roles_pass_through_canonicalization ... ok
test role_identity_tests::starter_set_is_agent_wired_only ... ok
test role_identity_tests::starter_set_uses_advisor_not_dialog ... ok
test role_repair_tests::activity_string_with_quotes_round_trips ... ok
test role_repair_tests::kv_line_detection ... ok
test role_repair_tests::lenient_parse_errors_on_unparseable_header ... ok
test role_repair_tests::lenient_parse_fast_path_on_clean_file ... ok
test role_repair_tests::lenient_parse_salvages_stray_quote ... ok
test role_repair_tests::lenient_parse_skips_incomplete_entry_keeps_rest ... ok
test rules_sync::tests::extract_section_none_when_not_present ... ok
test rules_sync::tests::extract_section_returns_body_until_next_heading ... ok
test rules_sync::tests::is_active_for_rules_admits_in_progress_and_done_only ... ok
test rules_sync::tests::render_rule_has_paths_frontmatter_and_paths_section ... ok
test rules_sync::tests::test_assemble_review_md_stability ... ok
test schedule::tests::defaults_fill_in_on_load ... ok
test schedule::tests::fired_exactly_at_cadence_is_due ... ok
test schedule::tests::fired_past_cadence_but_disabled_is_not_due ... ok
test schedule::tests::fired_past_cadence_is_due ... ok
test schedule::tests::fired_within_cadence_is_not_due ... ok
test schedule::tests::hour_cadence_due_calculation ... ok
test schedule::tests::never_fired_disabled_is_not_due ... ok
test schedule::tests::never_fired_enabled_is_due ... ok
test schedule::tests::next_due_is_last_plus_cadence ... ok
test schedule::tests::next_due_none_when_cadence_bad ... ok
test schedule::tests::next_due_none_when_never_fired ... ok
test schedule::tests::parse_cadence_rejects_bad_input ... ok
test schedule::tests::parse_cadence_trims_whitespace ... ok
test schedule::tests::parse_cadence_units ... ok
test schedule::tests::schedule_file_round_trips_through_toml ... ok
test schedule::tests::unparseable_cadence_is_not_due ... ok
test schema::tests::catalog_lists_the_storable_kinds ... ok
test schema::tests::every_catalog_kind_has_a_lifecycle_block ... ok
test schema::tests::explain_docs_match_reflection ... ok
test schema::tests::explain_json_carries_semantics_default_does_not ... ok
test schema::tests::full_dump_includes_fields_for_every_kind ... ok
test schema::tests::full_dump_json_is_keyed_by_every_catalog_object ... ok
test schema::tests::parse_enum_variants_skips_custom_newtype ... ok
test schema::tests::parse_struct_fields_handles_inline_and_null_layouts ... ok
test schema::tests::print_all_runs_in_both_modes ... ok
test schema::tests::print_object_covers_every_catalog_kind ... ok
test schema::tests::schema_enums_match_reflection ... ok
test schema::tests::schema_fields_track_reflection ... ok
test schema::tests::schema_object_fields_track_reflection ... ok
test schema::tests::variant_to_wire_token_matches_cli_forms ... ok
test scope_fallback_tests::no_approved_children_returns_none ... ok
test scope_fallback_tests::picks_highest_priority_approved_child ... ok
test scope_fallback_tests::role_scope_filter_drops_untagged_candidates ... ok
test scope_fallback_tests::scope_with_no_children_returns_none ... ok
test scope_fallback_tests::skips_when_sibling_in_progress ... ok
test scope_fallback_tests::ties_break_on_created_at_oldest_first ... ok
test scope_fallback_tests::unresolved_scope_returns_none ... ok
test search_output_flags_tests::search_json_parses ... ok
test search_output_flags_tests::search_short_and_aliases_parse ... ok
test search_output_flags_tests::search_short_and_json_are_mutually_exclusive ... ok
test seats::tests::defaults_are_advisor_for_every_configurable_bucket ... ok
test seats::tests::human_alias_and_advisor_parse ... ok
test seats::tests::out_of_set_keys_and_bad_values_are_ignored ... ok
test seats::tests::project_override_moves_a_bucket_to_the_operator ... ok
test seats::tests::section_aware_scanner_stops_at_next_section ... ok
test session::normalize_specs_tests::long_form_resolves_to_agreed_id ... ok
test session::normalize_specs_tests::missing_spec_is_left_alone ... ok
test session::normalize_specs_tests::no_agreed_id_keeps_long_form ... ok
test session::normalize_specs_tests::short_form_stays_short ... ok
test session::normalize_specs_tests::unresolvable_spec_is_flagged ... ok
test session::tests::bwrap_confinement_is_ro_root_rw_worktree_shared_net ... ok
test session::tests::bwrap_write_confinement_live_or_fail_closed ... ok
test session::tests::canonical_session_role_normalizes_dialog_alias ... ok
test session::tests::claude_headless_args_has_spike7_mandatory_flags ... ok
test session::tests::claude_headless_args_never_uses_bare ... ok
test session::tests::claude_headless_resume_args_has_resume_and_no_session_id ... ok
test session::tests::claude_project_dir_encodes_path ... ok
test session::tests::claude_session_args_native_omits_permission_mode ... ok
test session::tests::claude_session_args_some_injects_permission_mode ... ok
test session::tests::contained_headless_args_use_strict_sandbox_settings ... ok
test session::tests::derive_session_name_empty_role_uses_session_label ... ok
test session::tests::derive_session_name_epic_batch_shape ... ok
test session::tests::derive_session_name_free_form_scope_keeps_case ... ok
test session::tests::derive_session_name_implementer_no_suffix ... ok
test session::tests::derive_session_name_implementer_with_suffix ... ok
test session::tests::derive_session_name_reviewer_uses_review_prefix ... ok
test session::tests::derive_session_name_truncates ... ok
test session::tests::empty_egress_allowlist_omits_network_key_unchanged ... ok
test session::tests::empty_read_allowlist_keeps_ro_root_unchanged ... ok
test session::tests::extract_cwd_from_event_line ... ok
test session::tests::extract_str_basic ... ok
test session::tests::extract_str_handles_escaped_quotes ... ok
test session::tests::first_spec_id_finds_node_aware_form ... ok
test session::tests::first_spec_id_skips_non_specs ... ok
test session::tests::headless_args_force_bypass_regardless_of_interactive_default ... ok
test session::tests::headless_argv_disables_askuserquestion_structurally ... ok
test session::tests::humanize_age_buckets ... ok
test session::tests::liveness_indicator_buckets ... ok
test session::tests::managed_domains_only_adds_allow_managed_flag ... ok
